UPC,BRAND,ITEM,product_form,flavour,size,merged_from_docs,merge_items,merge_rule,llm_confidence_min
5410126116168,LOTTE,LOTUS BISCOFF ORIGINAL CARAMELISED 156GM,BISCUIT,ORIGINAL,156G,3,LOTUS BISCOFF ORIGINAL CARAMELISED 156GM | LOTUS BISCOFF ORI CARAMELISED 156GM,UPC + Market + MPack + Facts | BRAND+FLAVOUR+SIZE (LLM) + STRICT KEYS,1.0
5410126116168,LOTTE,LOTUS BISCOFF ORIGINAL CARAMELISED 156GM,BISCUIT,ORIGINAL,156G,3,LOTUS BISCOFF ORIGINAL CARAMELISED 156GM | LOTUS BISCOFF ORI CARAMELISED 156GM,UPC + Market + MPack + Facts | BRAND+FLAVOUR+SIZE (LLM) + STRICT KEYS,1.0
5410126116168,LOTTE,LOTUS BISCOFF ORIGINAL CARAMELISED 156GM,BISCUIT,ORIGINAL,156G,3,LOTUS BISCOFF ORIGINAL CARAMELISED 156GM | LOTUS BISCOFF ORI CARAMELISED 156GM,UPC + Market + MPack + Facts | BRAND+FLAVOUR+SIZE (LLM) + STRICT KEYS,1.0
5410126116168,LOTTE,LOTUS BISCOFF ORIGINAL CARAMELISED 156GM,BISCUIT,ORIGINAL,156G,3,LOTUS BISCOFF ORIGINAL CARAMELISED 156GM | LOTUS BISCOFF ORI CARAMELISED 156GM,UPC + Market + MPack + Facts | BRAND+FLAVOUR+SIZE (LLM) + STRICT KEYS,1.0
5410126116168,LOTTE,LOTUS BISCOFF ORIGINAL CARAMELISED 156GM,BISCUIT,ORIGINAL,156G,3,LOTUS BISCOFF ORIGINAL CARAMELISED 156GM | LOTUS BISCOFF ORI CARAMELISED 156GM,UPC + Market + MPack + Facts | BRAND+FLAVOUR+SIZE (LLM) + STRICT KEYS,1.0
5410126116168,LOTTE,LOTUS BISCOFF ORIGINAL CARAMELISED 156GM,BISCUIT,ORIGINAL,156G,3,LOTUS BISCOFF ORIGINAL CARAMELISED 156GM | LOTUS BISCOFF ORI CARAMELISED 156GM,UPC + Market + MPack + Facts | BRAND+FLAVOUR+SIZE (LLM) + STRICT KEYS,1.0
5410126116168,LOTTE,LOTUS BISCOFF ORIGINAL CARAMELISED 156GM,BISCUIT,ORIGINAL,156G,3,LOTUS BISCOFF ORIGINAL CARAMELISED 156GM | LOTUS BISCOFF ORI CARAMELISED 156GM,UPC + Market + MPack + Facts | BRAND+FLAVOUR+SIZE (LLM) + STRICT KEYS,1.0
5410126116168,LOTTE,LOTUS BISCOFF ORIGINAL CARAMELISED 156GM,BISCUIT,ORIGINAL,156G,3,LOTUS BISCOFF ORIGINAL CARAMELISED 156GM | LOTUS BISCOFF ORI CARAMELISED 156GM,UPC + Market + MPack + Facts | BRAND+FLAVOUR+SIZE (LLM) + STRICT KEYS,1.0
70194548,ROMA,ROMA COCONUT BISCUITS 300 GM,BISCUIT,COCONUT,300G,3,ROMA COCONUT BISCUITS 300 GM | ROMA COCONUT BISCUIT 300GM,UPC + Market + MPack + Facts | BRAND+FLAVOUR+SIZE (LLM) + STRICT KEYS,1.0
70194548,ROMA,ROMA COCONUT BISCUITS 300 GM,BISCUIT,COCONUT,300G,3,ROMA COCONUT BISCUITS 300 GM | ROMA COCONUT BISCUIT 300GM,UPC + Market + MPack + Facts | BRAND+FLAVOUR+SIZE (LLM) + STRICT KEYS,1.0
70194548,ROMA,ROMA COCONUT BISCUITS 300 GM,BISCUIT,COCONUT,300G,3,ROMA COCONUT BISCUITS 300 GM | ROMA COCONUT BISCUIT 300GM,UPC + Market + MPack + Facts | BRAND+FLAVOUR+SIZE (LLM) + STRICT KEYS,1.0
70194548,ROMA,ROMA COCONUT BISCUITS 300 GM,BISCUIT,COCONUT,300G,3,ROMA COCONUT BISCUITS 300 GM | ROMA COCONUT BISCUIT 300GM,UPC + Market + MPack + Facts | BRAND+FLAVOUR+SIZE (LLM) + STRICT KEYS,1.0
70194548,ROMA,ROMA COCONUT BISCUITS 300 GM,BISCUIT,COCONUT,300G,3,ROMA COCONUT BISCUITS 300 GM | ROMA COCONUT BISCUIT 300GM,UPC + Market + MPack + Facts | BRAND+FLAVOUR+SIZE (LLM) + STRICT KEYS,1.0
70194548,ROMA,ROMA COCONUT BISCUITS 300 GM,BISCUIT,COCONUT,300G,3,ROMA COCONUT BISCUITS 300 GM | ROMA COCONUT BISCUIT 300GM,UPC + Market + MPack + Facts | BRAND+FLAVOUR+SIZE (LLM) + STRICT KEYS,1.0
70194548,ROMA,ROMA COCONUT BISCUITS 300 GM,BISCUIT,COCONUT,300G,4,ROMA COCONUT BISCUITS 300 GM | ROMA COCONUT BISCUIT 300GM,UPC + Market + MPack + Facts | BRAND+FLAVOUR+SIZE (LLM) + STRICT KEYS,1.0
70194548,ROMA,ROMA COCONUT BISCUITS 300 GM,BISCUIT,COCONUT,300G,4,ROMA COCONUT BISCUITS 300 GM | ROMA COCONUT BISCUIT 300GM,UPC + Market + MPack + Facts | BRAND+FLAVOUR+SIZE (LLM) + STRICT KEYS,1.0
70194548,ROMA,ROMA COCONUT BISCUITS 300 GM,BISCUIT,COCONUT,300G,4,ROMA COCONUT BISCUITS 300 GM | ROMA COCONUT BISCUIT 300GM,UPC + Market + MPack + Facts | BRAND+FLAVOUR+SIZE (LLM) + STRICT KEYS,1.0
70194548,ROMA,ROMA COCONUT BISCUITS 300 GM,BISCUIT,COCONUT,300G,4,ROMA COCONUT BISCUITS 300 GM | ROMA COCONUT BISCUIT 300GM,UPC + Market + MPack + Facts | BRAND+FLAVOUR+SIZE (LLM) + STRICT KEYS,1.0
70194548,ROMA,ROMA COCONUT BISCUITS 300 GM,BISCUIT,COCONUT,300G,4,ROMA COCONUT BISCUITS 300 GM | ROMA COCONUT BISCUIT 300GM,UPC + Market + MPack + Facts | BRAND+FLAVOUR+SIZE (LLM) + STRICT KEYS,1.0
70194548,ROMA,ROMA COCONUT BISCUITS 300 GM,BISCUIT,COCONUT,300G,4,ROMA COCONUT BISCUITS 300 GM | ROMA COCONUT BISCUIT 300GM,UPC + Market + MPack + Facts | BRAND+FLAVOUR+SIZE (LLM) + STRICT KEYS,1.0
70194548,ROMA,ROMA COCONUT BISCUITS 300 GM,BISCUIT,COCONUT,300G,3,ROMA COCONUT BISCUITS 300 GM | ROMA COCONUT BISCUIT 300GM,UPC + Market + MPack + Facts | BRAND+FLAVOUR+SIZE (LLM) + STRICT KEYS,1.0
70194548,ROMA,ROMA COCONUT BISCUITS 300 GM,BISCUIT,COCONUT,300G,3,ROMA COCONUT BISCUITS 300 GM | ROMA COCONUT BISCUIT 300GM,UPC + Market + MPack + Facts | BRAND+FLAVOUR+SIZE (LLM) + STRICT KEYS,1.0
70194548,ROMA,ROMA COCONUT BISCUITS 300 GM,BISCUIT,COCONUT,300G,3,ROMA COCONUT BISCUITS 300 GM | ROMA COCONUT BISCUIT 300GM,UPC + Market + MPack + Facts | BRAND+FLAVOUR+SIZE (LLM) + STRICT KEYS,1.0
70194548,ROMA,ROMA COCONUT BISCUITS 300 GM,BISCUIT,COCONUT,300G,3,ROMA COCONUT BISCUITS 300 GM | ROMA COCONUT BISCUIT 300GM,UPC + Market + MPack + Facts | BRAND+FLAVOUR+SIZE (LLM) + STRICT KEYS,1.0
70194548,ROMA,ROMA COCONUT BISCUITS 300 GM,BISCUIT,COCONUT,300G,3,ROMA COCONUT BISCUITS 300 GM | ROMA COCONUT BISCUIT 300GM,UPC + Market + MPack + Facts | BRAND+FLAVOUR+SIZE (LLM) + STRICT KEYS,1.0
70194548,ROMA,ROMA COCONUT BISCUITS 300 GM,BISCUIT,COCONUT,300G,3,ROMA COCONUT BISCUITS 300 GM | ROMA COCONUT BISCUIT 300GM,UPC + Market + MPack + Facts | BRAND+FLAVOUR+SIZE (LLM) + STRICT KEYS,1.0
70194548,ROMA,ROMA COCONUT BISCUITS 300 GM,BISCUIT,COCONUT,300G,3,ROMA COCONUT BISCUITS 300 GM | ROMA COCONUT BISCUIT 300GM,UPC + Market + MPack + Facts | BRAND+FLAVOUR+SIZE (LLM) + STRICT KEYS,1.0
70194548,ROMA,ROMA COCONUT BISCUITS 300 GM,BISCUIT,COCONUT,300G,3,ROMA COCONUT BISCUITS 300 GM | ROMA COCONUT BISCUIT 300GM,UPC + Market + MPack + Facts | BRAND+FLAVOUR+SIZE (LLM) + STRICT KEYS,1.0
70194548,ROMA,ROMA COCONUT BISCUITS 300 GM,BISCUIT,COCONUT,300G,3,ROMA COCONUT BISCUITS 300 GM | ROMA COCONUT BISCUIT 300GM,UPC + Market + MPack + Facts | BRAND+FLAVOUR+SIZE (LLM) + STRICT KEYS,1.0
70194548,ROMA,ROMA COCONUT BISCUITS 300 GM,BISCUIT,COCONUT,300G,3,ROMA COCONUT BISCUITS 300 GM | ROMA COCONUT BISCUIT 300GM,UPC + Market + MPack + Facts | BRAND+FLAVOUR+SIZE (LLM) + STRICT KEYS,1.0
70194548,ROMA,ROMA COCONUT BISCUITS 300 GM,BISCUIT,COCONUT,300G,3,ROMA COCONUT BISCUITS 300 GM | ROMA COCONUT BISCUIT 300GM,UPC + Market + MPack + Facts | BRAND+FLAVOUR+SIZE (LLM) + STRICT KEYS,1.0
70194548,ROMA,ROMA COCONUT BISCUITS 300 GM,BISCUIT,COCONUT,300G,3,ROMA COCONUT BISCUITS 300 GM | ROMA COCONUT BISCUIT 300GM,UPC + Market + MPack + Facts | BRAND+FLAVOUR+SIZE (LLM) + STRICT KEYS,1.0
70194548,ROMA,ROMA COCONUT BISCUITS 300 GM,BISCUIT,COCONUT,300G,3,ROMA COCONUT BISCUITS 300 GM | ROMA COCONUT BISCUIT 300GM,UPC + Market + MPack + Facts | BRAND+FLAVOUR+SIZE (LLM) + STRICT KEYS,1.0
70194548,ROMA,ROMA COCONUT BISCUITS 300 GM,BISCUIT,COCONUT,300G,3,ROMA COCONUT BISCUITS 300 GM | ROMA COCONUT BISCUIT 300GM,UPC + Market + MPack + Facts | BRAND+FLAVOUR+SIZE (LLM) + STRICT KEYS,1.0
70194548,ROMA,ROMA COCONUT BISCUITS 300 GM,BISCUIT,COCONUT,300G,3,ROMA COCONUT BISCUITS 300 GM | ROMA COCONUT BISCUIT 300GM,UPC + Market + MPack + Facts | BRAND+FLAVOUR+SIZE (LLM) + STRICT KEYS,1.0
70194548,ROMA,ROMA COCONUT BISCUITS 300 GM,BISCUIT,COCONUT,300G,3,ROMA COCONUT BISCUITS 300 GM | ROMA COCONUT BISCUIT 300GM,UPC + Market + MPack + Facts | BRAND+FLAVOUR+SIZE (LLM) + STRICT KEYS,1.0
70194548,ROMA,ROMA COCONUT BISCUITS 300 GM,BISCUIT,COCONUT,300G,3,ROMA COCONUT BISCUITS 300 GM | ROMA COCONUT BISCUIT 300GM,UPC + Market + MPack + Facts | BRAND+FLAVOUR+SIZE (LLM) + STRICT KEYS,1.0
70194548,ROMA,ROMA COCONUT BISCUITS 300 GM,BISCUIT,COCONUT,300G,3,ROMA COCONUT BISCUITS 300 GM | ROMA COCONUT BISCUIT 300GM,UPC + Market + MPack + Facts | BRAND+FLAVOUR+SIZE (LLM) + STRICT KEYS,1.0
70194548,ROMA,ROMA COCONUT BISCUITS 300 GM,BISCUIT,COCONUT,300G,4,ROMA COCONUT BISCUITS 300 GM | ROMA COCONUT BISCUIT 300GM,UPC + Market + MPack + Facts | BRAND+FLAVOUR+SIZE (LLM) + STRICT KEYS,1.0
70194548,ROMA,ROMA COCONUT BISCUITS 300 GM,BISCUIT,COCONUT,300G,4,ROMA COCONUT BISCUITS 300 GM | ROMA COCONUT BISCUIT 300GM,UPC + Market + MPack + Facts | BRAND+FLAVOUR+SIZE (LLM) + STRICT KEYS,1.0
70194548,ROMA,ROMA COCONUT BISCUITS 300 GM,BISCUIT,COCONUT,300G,4,ROMA COCONUT BISCUITS 300 GM | ROMA COCONUT BISCUIT 300GM,UPC + Market + MPack + Facts | BRAND+FLAVOUR+SIZE (LLM) + STRICT KEYS,1.0
70194548,ROMA,ROMA COCONUT BISCUITS 300 GM,BISCUIT,COCONUT,300G,4,ROMA COCONUT BISCUITS 300 GM | ROMA COCONUT BISCUIT 300GM,UPC + Market + MPack + Facts | BRAND+FLAVOUR+SIZE (LLM) + STRICT KEYS,1.0
70194548,ROMA,ROMA COCONUT BISCUITS 300 GM,BISCUIT,COCONUT,300G,4,ROMA COCONUT BISCUITS 300 GM | ROMA COCONUT BISCUIT 300GM,UPC + Market + MPack + Facts | BRAND+FLAVOUR+SIZE (LLM) + STRICT KEYS,1.0
70194548,ROMA,ROMA COCONUT BISCUITS 300 GM,BISCUIT,COCONUT,300G,4,ROMA COCONUT BISCUITS 300 GM | ROMA COCONUT BISCUIT 300GM,UPC + Market + MPack + Facts | BRAND+FLAVOUR+SIZE (LLM) + STRICT KEYS,1.0
70194548,ROMA,ROMA COCONUT BISCUITS 300 GM,BISCUIT,COCONUT,300G,4,ROMA COCONUT BISCUITS 300 GM | ROMA COCONUT BISCUIT 300GM,UPC + Market + MPack + Facts | BRAND+FLAVOUR+SIZE (LLM) + STRICT KEYS,1.0
70194548,ROMA,ROMA COCONUT BISCUITS 300 GM,BISCUIT,COCONUT,300G,4,ROMA COCONUT BISCUITS 300 GM | ROMA COCONUT BISCUIT 300GM,UPC + Market + MPack + Facts | BRAND+FLAVOUR+SIZE (LLM) + STRICT KEYS,1.0
70194548,ROMA,ROMA COCONUT BISCUITS 300 GM,BISCUIT,COCONUT,300G,4,ROMA COCONUT BISCUITS 300 GM | ROMA COCONUT BISCUIT 300GM,UPC + Market + MPack + Facts | BRAND+FLAVOUR+SIZE (LLM) + STRICT KEYS,1.0
70194548,ROMA,ROMA COCONUT BISCUITS 300 GM,BISCUIT,COCONUT,300G,4,ROMA COCONUT BISCUITS 300 GM | ROMA COCONUT BISCUIT 300GM,UPC + Market + MPack + Facts | BRAND+FLAVOUR+SIZE (LLM) + STRICT KEYS,1.0
70194548,ROMA,ROMA COCONUT BISCUITS 300 GM,BISCUIT,COCONUT,300G,4,ROMA COCONUT BISCUITS 300 GM | ROMA COCONUT BISCUIT 300GM,UPC + Market + MPack + Facts | BRAND+FLAVOUR+SIZE (LLM) + STRICT KEYS,1.0
70194548,ROMA,ROMA COCONUT BISCUITS 300 GM,BISCUIT,COCONUT,300G,4,ROMA COCONUT BISCUITS 300 GM | ROMA COCONUT BISCUIT 300GM,UPC + Market + MPack + Facts | BRAND+FLAVOUR+SIZE (LLM) + STRICT KEYS,1.0
8852008510492,LOTTE,LOTTE TOPPO DOUBLE CHOCOLATE 40 GM,STICK,CHOCOLATE,40G,3,LOTTE TOPPO DOUBLE CHOCOLATE 40 GM | LOTTE PEPERO CHOCOLATE 43G,UPC + Market + MPack + Facts | BRAND+FLAVOUR+SIZE (LLM) + STRICT KEYS,1.0
8852008510492,LOTTE,LOTTE TOPPO DOUBLE CHOCOLATE 40 GM,STICK,CHOCOLATE,40G,3,LOTTE TOPPO DOUBLE CHOCOLATE 40 GM | LOTTE PEPERO CHOCOLATE 43G,UPC + Market + MPack + Facts | BRAND+FLAVOUR+SIZE (LLM) + STRICT KEYS,1.0
8852008510492,LOTTE,LOTTE TOPPO DOUBLE CHOCOLATE 40 GM,STICK,CHOCOLATE,40G,3,LOTTE TOPPO DOUBLE CHOCOLATE 40 GM | LOTTE PEPERO CHOCOLATE 43G,UPC + Market + MPack + Facts | BRAND+FLAVOUR+SIZE (LLM) + STRICT KEYS,1.0
8852008510492,LOTTE,LOTTE TOPPO DOUBLE CHOCOLATE 40 GM,STICK,CHOCOLATE,40G,3,LOTTE TOPPO DOUBLE CHOCOLATE 40 GM | LOTTE PEPERO CHOCOLATE 43G,UPC + Market + MPack + Facts | BRAND+FLAVOUR+SIZE (LLM) + STRICT KEYS,1.0
8852008510492,LOTTE,LOTTE TOPPO DOUBLE CHOCOLATE 40 GM,STICK,CHOCOLATE,40G,3,LOTTE TOPPO DOUBLE CHOCOLATE 40 GM | LOTTE PEPERO CHOCOLATE 43G,UPC + Market + MPack + Facts | BRAND+FLAVOUR+SIZE (LLM) + STRICT KEYS,1.0
8852008510492,LOTTE,LOTTE TOPPO DOUBLE CHOCOLATE 40 GM,STICK,CHOCOLATE,40G,3,LOTTE TOPPO DOUBLE CHOCOLATE 40 GM | LOTTE PEPERO CHOCOLATE 43G,UPC + Market + MPack + Facts | BRAND+FLAVOUR+SIZE (LLM) + STRICT KEYS,1.0
75031183,CHIPSMORE,CHIPSMORE ORIGINAL 80G,BISCUIT,ORIGINAL,80G,5,CHIPSMORE ORIGINAL 80G | CHIPSMORE ORI MINI 80GM | CHIPSMORE OATS ORIGINAL MINI 80GM | CHIPSMORE REGULAR 80G,UPC + Market + MPack + Facts | BRAND+FLAVOUR+SIZE (LLM) + STRICT KEYS,1.0
75031183,CHIPSMORE,CHIPSMORE ORIGINAL 80G,BISCUIT,ORIGINAL,80G,5,CHIPSMORE ORIGINAL 80G | CHIPSMORE ORI MINI 80GM | CHIPSMORE OATS ORIGINAL MINI 80GM | CHIPSMORE REGULAR 80G,UPC + Market + MPack + Facts | BRAND+FLAVOUR+SIZE (LLM) + STRICT KEYS,1.0
75031183,CHIPSMORE,CHIPSMORE ORIGINAL 80G,BISCUIT,ORIGINAL,80G,5,CHIPSMORE ORIGINAL 80G | CHIPSMORE ORI MINI 80GM | CHIPSMORE OATS ORIGINAL MINI 80GM | CHIPSMORE REGULAR 80G,UPC + Market + MPack + Facts | BRAND+FLAVOUR+SIZE (LLM) + STRICT KEYS,1.0
75031183,CHIPSMORE,CHIPSMORE ORIGINAL 80G,BISCUIT,ORIGINAL,80G,5,CHIPSMORE ORIGINAL 80G | CHIPSMORE ORI MINI 80GM | CHIPSMORE OATS ORIGINAL MINI 80GM | CHIPSMORE REGULAR 80G,UPC + Market + MPack + Facts | BRAND+FLAVOUR+SIZE (LLM) + STRICT KEYS,1.0
75031183,CHIPSMORE,CHIPSMORE ORIGINAL 80G,BISCUIT,ORIGINAL,80G,5,CHIPSMORE ORIGINAL 80G | CHIPSMORE ORI MINI 80GM | CHIPSMORE OATS ORIGINAL MINI 80GM | CHIPSMORE REGULAR 80G,UPC + Market + MPack + Facts | BRAND+FLAVOUR+SIZE (LLM) + STRICT KEYS,1.0
